Vehicle #,Vehicle Model,Vehicle Serial #,Engine Make,Engine Hours,Engine Model,Engine RPM,Alternator RPM,Engine HP,Alternator HP,Left-CO2%,Left-CO,Left-NOx,Right-CO2%,Right-CO,Right-NOX,Location,Company,Test Date
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,7.5,465,220,7.5,207,188,TestLocation,TestCo,6/2/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,7.1,147,447,7,192,731,TestLocation,TestCo,6/2/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,7,121,186,7.2,195,254,TestLocation,TestCo,6/2/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,6.6,241,145,6.7,112,310,TestLocation,TestCo,6/3/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,7,141,635.9,7,135,559.7,TestLocation,TestCo,6/3/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,7,121,241,7,153,602,TestLocation,TestCo,6/3/2015
HT003,Komatsu 930,testht003,MTU,0,16V-4000,1800,1800,2500,2500,8.6,972,1821,7,649,1047,TestLocation,TestCo,6/6/2015
HT008,Komatsu 930,testht008,Cummins,0,QSK60,1800,1800,2500,2500,8.4,980,1238,8.2,657,1267,TestLocation,TestCo,6/6/2015
HT009,Komatsu 930,testht009,Cummins,0,QSK60,1800,1800,2500,2500,7.8,221,1313,8,349,1245,TestLocation,TestCo,6/6/2015
HT001,Komatsu 930,testht001,Cummins,0,QSK60,1800,1800,2500,2500,7.8,290,1103,8.1,453,1157,TestLocation,TestCo,6/7/2015
HT005,Komatsu 930,testht005,MTU,0,16V-4000,1800,1800,2500,2500,8.8,528,1624,7.5,182,633,TestLocation,TestCo,6/7/2015
HT006,Komatsu 930,testht006,MTU,0,16V-4000,1800,1800,2500,2500,8.1,384,1355,7.7,247,1147,TestLocation,TestCo,6/7/2015
HT010,Komatsu 930,testht010,Cummins,0,QSK60,1800,1800,2500,2500,9,1663,1200,9.2,1369,1230,TestLocation,TestCo,6/7/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,6.9,115,278,6.9,151,213,TestLocation,TestCo,6/8/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,6.8,157,391,6.9,104,444,TestLocation,TestCo,6/8/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,6.8,116,240,7,138,88,TestLocation,TestCo,6/8/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,6.7,183,611,6.6,87,730,TestLocation,TestCo,6/8/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,6.7,152,480,6.8,100,551,TestLocation,TestCo,6/8/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,7,225,292,7,136,242,TestLocation,TestCo,6/9/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,7.3,185,549.5,7,366,534.5,TestLocation,TestCo,6/9/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,7.1,300,423,7.1,142,240,TestLocation,TestCo,6/9/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,7,198,293,7.4,185,390,TestLocation,TestCo,6/9/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,6.9,90,652,6.7,74,568,TestLocation,TestCo,6/9/2015
HT006,Komatsu 930,testht006,MTU,0,16V-4000,1800,1800,2500,2500,8.1,710,1745,7.6,256,1348,TestLocation,TestCo,6/13/2015
HT004,Komatsu 930,testht004,MTU,0,16V-4000,1800,1800,2500,2500,10.1,1443,1841,10.2,1675,1170,TestLocation,TestCo,6/13/2015
HT002,Komatsu 930,testht002,Cummins,0,QSK60,1800,1800,2500,2500,7.4,157,878,7.7,204,1056,TestLocation,TestCo,6/13/2015
HT003,Komatsu 930,testht003,MTU,0,16V-4000,1800,1800,2500,2500,8.4,973,1820,7,641,1091,TestLocation,TestCo,6/13/2015
HT010,Komatsu 930,testht010,Cummins,0,QSK60,1800,1800,2500,2500,9,1395,678,9.2,628,481,TestLocation,TestCo,6/14/2015
HT001,Komatsu 930,testht001,Cummins,0,QSK60,1800,1800,2500,2500,7.6,200,1054,7.5,142,1011,TestLocation,TestCo,6/14/2015
HT008,Komatsu 930,testht008,Cummins,0,QSK60,1800,1800,2500,2500,8.6,1022,1108,8.2,483,1233,TestLocation,TestCo,6/14/2015
HT009,Komatsu 930,testht009,Cummins,0,QSK60,1800,1800,2500,2500,7.7,186,1225,7.9,308,1119,TestLocation,TestCo,6/14/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,7,154,723,6.8,102,661,TestLocation,TestCo,6/15/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,7.3,124,310,7.3,115,412,TestLocation,TestCo,6/15/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,7.3,149,340,7.4,153,296,TestLocation,TestCo,6/15/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,7,148,692,6.8,128,573,TestLocation,TestCo,6/15/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,7.1,233,227,6.9,363,282,TestLocation,TestCo,6/15/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,7.3,174,534.5,6.9,181,676.7,TestLocation,TestCo,6/15/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,6.9,90,260,6.9,135,558,TestLocation,TestCo,6/16/2015
HT005,Komatsu 930,testht005,MTU,0,16V-4000,1800,1800,2500,2500,8.4,697,1611,7.9,549,1332,TestLocation,TestCo,6/16/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,7.1,99,529,7,113,338,TestLocation,TestCo,6/16/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,6.9,122,155,7,122,85,TestLocation,TestCo,6/16/2015
HT003,Komatsu 930,testht003,MTU,0,16V-4000,1800,1800,2500,2500,7.3,794,1089,6.4,616,853,TestLocation,TestCo,6/21/2015
HT008,Komatsu 930,testht008,Cummins,0,QSK60,1800,1800,2500,2500,7.9,388,920,8.2,907,673,TestLocation,TestCo,6/21/2015
HT010,Komatsu 930,testht010,Cummins,0,QSK60,1800,1800,2500,2500,9.3,951,875,9.2,2325,810,TestLocation,TestCo,6/21/2015
HT001,Komatsu 930,testht001,Cummins,0,QSK60,1800,1800,2500,2500,7.4,214,951,7.2,132,986,TestLocation,TestCo,6/21/2015
HT009,Komatsu 930,testht009,Cummins,0,QSK60,1800,1800,2500,2500,7.8,225,1235,7.9,270,1141,TestLocation,TestCo,6/22/2015
HT005,Komatsu 930,testht005,MTU,0,16V-4000,1800,1800,2500,2500,8.5,574,1693,7.9,476,1257,TestLocation,TestCo,6/22/2015
HT006,Komatsu 930,testht006,MTU,0,16V-4000,1800,1800,2500,2500,8.2,583,1768,7.7,510,1477,TestLocation,TestCo,6/22/2015
HT004,Komatsu 930,testht004,MTU,0,16V-4000,1800,1800,2500,2500,8.3,884,1597,8.3,916,957,TestLocation,TestCo,6/22/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,7.3,210,218,7.5,218,122,TestLocation,TestCo,6/23/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,7.2,248,207,7.2,161,310,TestLocation,TestCo,6/23/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,7.2,183,605.5,7.2,171,539.5,TestLocation,TestCo,6/23/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,8,240,387,7.3,178,748,TestLocation,TestCo,6/23/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,7.3,144,292,7.4,132,292,TestLocation,TestCo,6/23/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,6.8,153,580,6.8,139,597,TestLocation,TestCo,6/24/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,6.9,126,697,7,135,631,TestLocation,TestCo,6/24/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,7,135,234,7,180,448,TestLocation,TestCo,6/24/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,7,132,776,6.7,114,628,TestLocation,TestCo,6/24/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,7,105,286,7.1,101,489,TestLocation,TestCo,6/24/2015
HT006,Komatsu 930,testht006,MTU,0,16V-4000,1800,1800,2500,2500,8.3,820,1845,7.8,515,1918,TestLocation,TestCo,6/28/2015
HT010,Komatsu 930,testht010,Cummins,0,QSK60,1800,1800,2500,2500,8.1,1007,1068,8.2,619,1137,TestLocation,TestCo,6/28/2015
HT001,Komatsu 930,testht001,Cummins,0,QSK60,1800,1800,2500,2500,7.7,260,1074,7.6,163,1131,TestLocation,TestCo,6/28/2015
HT002,Komatsu 930,testht002,Cummins,0,QSK60,1800,1800,2500,2500,7.5,158,992,7.7,163,1089,TestLocation,TestCo,6/28/2015
HT009,Komatsu 930,testht009,Cummins,0,QSK60,1800,1800,2500,2500,7.9,242,1259,8.2,329,1039,TestLocation,TestCo,6/28/2015
HT003,Komatsu 930,testht003,MTU,0,16V-4000,1800,1800,2500,2500,8.6,866,1308,6.6,427,1029,TestLocation,TestCo,6/29/2015
HT008,Komatsu 930,testht008,Cummins,0,QSK60,1800,1800,2500,2500,8.1,622,1001,8,422,1109,TestLocation,TestCo,6/29/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,7.2,131,313,7.3,125,638,TestLocation,TestCo,6/30/2015
HT004,Komatsu 930,testht004,MTU,0,16V-4000,1800,1800,2500,2500,8.7,1077,1253,8.8,1117,1248,TestLocation,TestCo,6/30/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,7.1,150,701,6.8,104,574,TestLocation,TestCo,6/30/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,7.3,183,310,7.5,182,233,TestLocation,TestCo,6/30/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,7.1,180,658,7.1,189,862,TestLocation,TestCo,6/30/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,6.9,105,769,6.9,109,788,TestLocation,TestCo,6/30/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,7.2,248,110,7.1,158,232,TestLocation,TestCo,6/30/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,7.1,122,570,7.1,166,393,TestLocation,TestCo,6/30/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,7,119,182,7.1,118,496,TestLocation,TestCo,7/1/2015
HT010,Komatsu 930,testht010,Cummins,0,QSK60,1800,1800,2500,2500,8.4,1179,955,8.5,852,939,TestLocation,TestCo,7/1/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,7.6,254,579.5,7.4,161,555.7,TestLocation,TestCo,7/1/2015
HT008,Komatsu 930,testht008,Cummins,0,QSK60,1800,1800,2500,2500,8.1,446,957,8.2,340,943,TestLocation,TestCo,7/6/2015
HT002,Komatsu 930,testht002,Cummins,0,QSK60,1800,1800,2500,2500,7.7,267,781,7.8,209,799,TestLocation,TestCo,7/6/2015
HT009,Komatsu 930,testht009,Cummins,0,QSK60,1800,1800,2500,2500,7.6,203,1040,7.9,372,1045,TestLocation,TestCo,7/6/2015
HT006,Komatsu 930,testht006,MTU,0,16V-4000,1800,1800,2500,2500,8.2,660,1692,7.8,438,1616,TestLocation,TestCo,7/6/2015
HT005,Komatsu 930,testht005,MTU,0,16V-4000,1800,1800,2500,2500,8.7,781,1984,8.2,742,1820,TestLocation,TestCo,7/6/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,7.2,279,226,7.2,175,198,TestLocation,TestCo,7/7/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,7.4,217,501.7,7.2,180,548.3,TestLocation,TestCo,7/7/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,7.3,142,311,7.2,146,586,TestLocation,TestCo,7/7/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,7.2,130,429,7.3,130,431,TestLocation,TestCo,7/7/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,7.1,163,628,6.9,115,529,TestLocation,TestCo,7/7/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,7.7,238,433,7.8,279,107,TestLocation,TestCo,7/7/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,7.2,164,829,7.2,164,706,TestLocation,TestCo,7/7/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,7.3,119,636,7.3,151,824,TestLocation,TestCo,7/7/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,8.4,343,418,8.3,464,434,TestLocation,TestCo,7/8/2015
HT004,Komatsu 930,testht004,MTU,0,16V-4000,1800,1800,2500,2500,8.5,878,1115,8.1,718,850,TestLocation,TestCo,7/8/2015
HT008,Komatsu 930,testht008,Cummins,0,QSK60,1800,1800,2500,2500,8,530,967,7.8,319,953,TestLocation,TestCo,7/12/2015
HT009,Komatsu 930,testht009,Cummins,0,QSK60,1800,1800,2500,2500,7.4,146,1168,7.7,226,1119,TestLocation,TestCo,7/12/2015
HT001,Komatsu 930,testht001,Cummins,0,QSK60,1800,1800,2500,2500,7.2,123,867,7.2,89,919,TestLocation,TestCo,7/12/2015
HT010,Komatsu 930,testht010,Cummins,0,QSK60,1800,1800,2500,2500,7.3,86,1072,7.4,127,1081,TestLocation,TestCo,7/12/2015
HT005,Komatsu 930,testht005,MTU,0,16V-4000,1800,1800,2500,2500,8.2,446,1409,7.7,400,1209,TestLocation,TestCo,7/13/2015
HT002,Komatsu 930,testht002,Cummins,0,QSK60,1800,1800,2500,2500,7.9,266,1023,7.9,249,1115,TestLocation,TestCo,7/13/2015
HT006,Komatsu 930,testht006,MTU,0,16V-4000,1800,1800,2500,2500,8.4,793,1826,7.8,362,1606,TestLocation,TestCo,7/13/2015
HT004,Komatsu 930,testht004,MTU,0,16V-4000,1800,1800,2500,2500,8.5,948,1117,8.2,941,1084,TestLocation,TestCo,7/13/2015
HT003,Komatsu 930,testht003,MTU,0,16V-4000,1800,1800,2500,2500,8.6,467,996,7.1,255,587,TestLocation,TestCo,7/14/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,7.8,255,244,7.9,287,141,TestLocation,TestCo,7/14/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,7.2,132,540,7,119,591,TestLocation,TestCo,7/14/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,7.5,147,453,7.5,147,245,TestLocation,TestCo,7/14/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,7.3,147,326,7.4,127,304,TestLocation,TestCo,7/14/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,7.8,168,417,7.7,226,347,TestLocation,TestCo,7/14/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,7.2,193,480,7,153,833,TestLocation,TestCo,7/15/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,7.1,258,158,7.1,162,427,TestLocation,TestCo,7/15/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,7,216,559.9,7.6,209,501.5,TestLocation,TestCo,7/15/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,7.3,184,357,7.4,209,319,TestLocation,TestCo,7/15/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,7.4,178,645,7,145,692,TestLocation,TestCo,7/18/2015
HT005,Komatsu 930,testht005,MTU,0,16V-4000,1800,1800,2500,2500,9.2,585,1648,9.1,637,1687,TestLocation,TestCo,8/1/2015
HT008,Komatsu 930,testht008,Cummins,0,QSK60,1800,1800,2500,2500,8.6,458,1047,9,1092,912,TestLocation,TestCo,8/2/2015
HT006,Komatsu 930,testht006,MTU,0,16V-4000,1800,1800,2500,2500,8.5,662,1503,8.3,482,1631,TestLocation,TestCo,8/2/2015
HT010,Komatsu 930,testht010,Cummins,0,QSK60,1800,1800,2500,2500,8,111,1044,7.9,141,987,TestLocation,TestCo,8/2/2015
HT002,Komatsu 930,testht002,Cummins,0,QSK60,1800,1800,2500,2500,7.6,191,978,8.1,237,1085,TestLocation,TestCo,8/2/2015
HT001,Komatsu 930,testht001,Cummins,0,QSK60,1800,1800,2500,2500,7.7,174,891,7.6,129,876,TestLocation,TestCo,8/4/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,7.5,288,246,7.2,210,329,TestLocation,TestCo,8/23/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,7.8,278,414,7.5,251,215,TestLocation,TestCo,8/23/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,7.6,239,742,7.2,157,652,TestLocation,TestCo,8/23/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,7.2,259,705,7.2,249,573,TestLocation,TestCo,8/23/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,6.9,120,449,7.1,145,489,TestLocation,TestCo,8/24/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,7.7,235,370,7.5,308,883,TestLocation,TestCo,8/24/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,7.2,162,192,7.1,170,195,TestLocation,TestCo,8/24/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,7.5,299,607.1,7.4,173,477.1,TestLocation,TestCo,8/24/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,7.1,181,509,7,189,512,TestLocation,TestCo,8/25/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,7.7,317,264,7.8,328,214,TestLocation,TestCo,8/29/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,7.5,230,585,7.3,198,632,TestLocation,TestCo,8/29/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,7.2,188,520,7.2,193,496.4,TestLocation,TestCo,8/29/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,6.9,499,343,7.8,429,494,TestLocation,TestCo,8/29/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,7.5,216,329,7.4,201,285,TestLocation,TestCo,8/29/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,7.5,212,466,7.7,240,452,TestLocation,TestCo,8/29/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,7,332,434,8.1,549,398,TestLocation,TestCo,8/29/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,7.4,186,589,7.2,158,591,TestLocation,TestCo,8/29/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,7.2,317,178,7.3,268,276,TestLocation,TestCo,8/29/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,7.3,245,580,7.1,217,534,TestLocation,TestCo,8/30/2015
HT006,Komatsu 930,testht006,MTU,0,16V-4000,1800,1800,2500,2500,8.3,1109,1159,7.9,673,1071,TestLocation,TestCo,9/1/2015
HT010,Komatsu 930,testht010,Cummins,0,QSK60,1800,1800,2500,2500,7.7,192,1086,8,365,1054,TestLocation,TestCo,9/1/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,7.5,203,550,7.3,204,742,TestLocation,TestCo,9/6/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,7.5,187,556,7.6,184,506,TestLocation,TestCo,9/6/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,7.4,150,592,7.3,187,435,TestLocation,TestCo,9/7/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,7.3,169,643,7.2,154,466,TestLocation,TestCo,9/7/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,7,207,229,7.1,197,248,TestLocation,TestCo,9/7/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,7.2,229,813,7.2,213,788,TestLocation,TestCo,9/7/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,6.7,247,497.3,7.5,261,512,TestLocation,TestCo,9/7/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,7.1,177,312,6.9,149,667,TestLocation,TestCo,9/7/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,6.6,121,556.8,7,219,572.7,TestLocation,TestCo,9/15/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,6.8,233,219,6.6,230,420,TestLocation,TestCo,9/15/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,6.4,202,202,6.6,243,195,TestLocation,TestCo,9/15/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,7,221,334,6.9,251,762,TestLocation,TestCo,9/15/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,6.5,173,163,6.3,174,539,TestLocation,TestCo,9/15/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,6.6,201,329,6.7,229,235,TestLocation,TestCo,9/15/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,5.9,256,659,6.5,212,755,TestLocation,TestCo,9/15/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,7.1,325,358,7,251,492,TestLocation,TestCo,9/15/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,6.4,188,569,6.4,218,490,TestLocation,TestCo,9/15/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,6.9,112,741,6.9,117,181,TestLocation,TestCo,9/23/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,7,161,174,7.2,226,380,TestLocation,TestCo,9/23/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,6.9,157,782,6.9,173,726,TestLocation,TestCo,9/23/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,6.7,100,485,6.8,97,426,TestLocation,TestCo,9/23/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,7.3,228,443,7.2,168,403,TestLocation,TestCo,9/23/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,7.1,183,531.8,6.9,280,565.9,TestLocation,TestCo,9/23/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,7.1,152,251,6.9,169,595,TestLocation,TestCo,9/23/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,6.5,122,230,6.9,163,207,TestLocation,TestCo,9/23/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,7.5,176,429,7.5,248,461,TestLocation,TestCo,9/23/2015
HT001,Komatsu 930,testht001,Cummins,0,QSK60,1800,1800,2500,2500,7.4,230,1004,7.5,191,950,TestLocation,TestCo,9/27/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,6.7,120,600.9,6.9,140,522.2,TestLocation,TestCo,9/30/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,6.8,111,352,6.7,129,295,TestLocation,TestCo,9/30/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,7.1,160,314,7.3,203,237,TestLocation,TestCo,9/30/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,7.1,150,572,7,210,579,TestLocation,TestCo,9/30/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,7.4,128,445,7.4,186,362,TestLocation,TestCo,9/30/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,7,133,441,7,127,480,TestLocation,TestCo,9/30/2015
HT023,CAT793,Testht023,CAT,0,3516,1600,,2500,,7.6,155,332,7.5,131,288,TestLocation,TestCo,9/30/2015
HT027,CAT793,Testht027,CAT,0,3516,1600,,2500,,7.1,119,617,7.2,93,606,TestLocation,TestCo,9/30/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,7.1,187,121,7.4,239,199,TestLocation,TestCo,9/30/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,6.8,159,632,6.8,129,786,TestLocation,TestCo,9/30/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,7.1,119,520,7.1,125,574,TestLocation,TestCo,9/30/2015
HT025,CAT793,Testht025,CAT,0,3516,1600,,2500,,7.1,106,475,7.2,112,556,TestLocation,TestCo,9/30/2015
HT019,CAT793,Testht019,CAT,0,3516,1600,,2500,,7.2,95,389,7.5,131,375,TestLocation,TestCo,9/30/2015
HT022,CAT793,Testht022,CAT,0,3516,1600,,2500,,7.7,224,490,7.8,241,599,TestLocation,TestCo,10/4/2015
HT028,CAT793,Testht028,CAT,0,3516,1600,,2500,,7.7,139,487,7.8,164,449,TestLocation,TestCo,10/4/2015
HT026,CAT793,Testht026,CAT,0,3516,1600,,2500,,7.4,136,549,7.5,133,563,TestLocation,TestCo,10/4/2015
HT021,CAT793,Testht021,CAT,0,3516,1600,,2500,,8,227,1010,7.9,155,850,TestLocation,TestCo,10/4/2015
HT020,CAT793,Testht019,CAT,0,3516,1600,,2500,,7,99,941,7.2,95,671,TestLocation,TestCo,10/4/2015
HT024,CAT793,Testht024,CAT,0,3516,1600,,2500,,7.4,166,265,7.7,180,575,TestLocation,TestCo,10/4/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,7.4,327,453,7.4,199,330,TestLocation,TestCo,10/4/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,6.9,187,629,6.9,178,684,TestLocation,TestCo,10/5/2015
HT028,CAT793,Testht028,CAT,0,3516,1600,,2500,,8,187,565,7.9,192,536,TestLocation,TestCo,10/5/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,7.3,180,237,7.3,274,576,TestLocation,TestCo,10/5/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,7.5,185,344,7.5,215,415,TestLocation,TestCo,10/5/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,6.9,128,628,6.9,110,483,TestLocation,TestCo,10/5/2015
HT023,CAT793,Testht023,CAT,0,3516,1600,,2500,,7.8,164,316,7.6,132,301,TestLocation,TestCo,10/5/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,7.2,244,95,7.3,262,287,TestLocation,TestCo,10/5/2015
HT006,Komatsu 930,testht006,MTU,0,16V-4000,1800,1800,2500,2500,7.2,482,1056,6.9,331,973,TestLocation,TestCo,10/6/2015
HT010,Komatsu 930,testht010,Cummins,0,QSK60,1800,1800,2500,2500,7.4,126,1102,7.5,211,1121,TestLocation,TestCo,10/6/2015
HT025,CAT793,Testht025,CAT,0,3516,1600,,2500,,7.8,184,675,7.9,192,572,TestLocation,TestCo,10/6/2015
HT019,CAT793,Testht019,CAT,0,3516,1600,,2500,,7,79,553,7.2,97,486,TestLocation,TestCo,10/6/2015
HT002,Komatsu 930,testht002,Cummins,0,QSK60,1800,1800,2500,2500,6.6,155,885,7.4,187,961,TestLocation,TestCo,10/6/2015
HT008,Komatsu 930,testht008,Cummins,0,QSK60,1800,1800,2500,2500,7.6,346,1070,7.9,757,994,TestLocation,TestCo,10/6/2015
HT027,CAT793,Testht027,CAT,0,3516,1600,,2500,,7.3,148,741,7.5,127,662,TestLocation,TestCo,10/6/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,6.7,81,482,6.8,102,608,TestLocation,TestCo,10/7/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,6.5,164,473.6,7.3,192,445.3,TestLocation,TestCo,10/7/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,6.5,66,161,6.7,118,302,TestLocation,TestCo,10/7/2015
HT022,CAT793,Testht022,CAT,0,3516,1600,,2500,,7.2,139,1120,7.3,161,907,TestLocation,TestCo,10/7/2015
HT026,CAT793,Testht026,CAT,0,3516,1600,,2500,,6.9,103,593,7.1,126,627,TestLocation,TestCo,10/7/2015
