Vehicle #,Vehicle Model,Vehicle Serial #,Engine Make,Engine Hours,Engine Model,Engine RPM,Alternator RPM,Engine HP,Alternator HP,Left-CO2%,Left-CO,Left-NOx,Right-CO2%,Right-CO,Right-NOX,Location,Company,Test Date
HT4,Cat 775,MGS00443,CAT,13738,C27,100,,,,9.87,,491.6375,,,,Redmond Minerals,Redmond Minerals,11/10/2020
HT4,Cat 775,MGS00443,CAT,13738,C27,100,,,,9.87,,491.6375,,,,Redmond Minerals,Redmond Minerals,11/10/2020
HT4,Cat 775,MGS00443,CAT,13756,C27,100,,,,9.92,,529.62,,,,Redmond Minerals,Redmond Minerals,11/11/2020
HT4,Cat 775,MGS00443,CAT,13771,C27,100,,,,9.88,,540.89,,,,Redmond Minerals,Redmond Minerals,11/12/2020
HT4,Cat 775,MGS00443,CAT,13808,C27,100,,,,10.68,,583.975,,,,Redmond Minerals,Redmond Minerals,11/24/2020
HT4,Cat 775,MGS00443,CAT,13824,C27,100,,,,10.31,,500.1833,,,,Redmond Minerals,Redmond Minerals,11/25/2020
HT4,Cat 775,MGS00443,CAT,13875,C27,100,,,,9.98,,576.45,,,,Redmond Minerals,Redmond Minerals,12/3/2020
HT4,Cat 775,MGS00443,CAT,13900,C27,100,,,,10.22,,625.305,,,,Redmond Minerals,Redmond Minerals,12/8/2020
HT4,Cat 775,MGS00443,CAT,13916,C27,100,,,,8.11,,553.415,,,,Redmond Minerals,Redmond Minerals,12/9/2020
HT4,Cat 775,MGS00443,CAT,13916,C27,100,,,,8.11,,553.415,,,,Redmond Minerals,Redmond Minerals,12/9/2020
HT4,Cat 775,MGS00443,CAT,13933,C27,100,,,,9.67,,539.0067,,,,Redmond Minerals,Redmond Minerals,12/10/2020
HT4,Cat 775,MGS00443,CAT,13933,C27,100,,,,9.67,,539.0067,,,,Redmond Minerals,Redmond Minerals,12/10/2020
HT4,Cat 775,MGS00443,CAT,13945,C27,100,,,,9.86,,552.395,,,,Redmond Minerals,Redmond Minerals,12/11/2020
HT4,Cat 775,MGS00443,CAT,13978,C27,100,,,,9.98,,506.8483,,,,Redmond Minerals,Redmond Minerals,12/16/2020
HT4,Cat 775,MGS00443,CAT,14074,C27,100,,,,10.06,,564.46,,,,Redmond Minerals,Redmond Minerals,12/30/2020
HT4,Cat 775,MGS00443,CAT,14769,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,5/13/2021
HT4,Cat 775,MGS00443,CAT,14399,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,5/17/2021
HT4,Cat 775,MGS00443,CAT,14417,C27,98,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,5/17/2021
HT4,Cat 775,MGS00443,CAT,14432,C27,97,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,5/17/2021
HT4,Cat 775,MGS00443,CAT,14821,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,5/19/2021
HT4,Cat 775,MGS00443,CAT,14838,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,5/20/2021
HT4,Cat 775,MGS00443,CAT,14855,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,5/21/2021
HT4,Cat 775,MGS00443,CAT,14891,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,5/27/2021
HT4,Cat 775,MGS00443,CAT,14925,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,6/2/2021
HT4,Cat 775,MGS00443,CAT,14943,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,6/3/2021
HT4,Cat 775,MGS00443,CAT,14959,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,6/4/2021
HT4,Cat 775,MGS00443,CAT,14973,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,6/8/2021
HT4,Cat 775,MGS00443,CAT,14985,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,6/9/2021
HT4,Cat 775,MGS00443,CAT,15000,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,6/10/2021
HT4,Cat 775,MGS00443,CAT,15012,C27,99,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,6/11/2021
HT4,Cat 775,MGS00443,CAT,15023,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,6/15/2021
HT4,Cat 775,MGS00443,CAT,15041,C27,95,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,6/16/2021
HT4,Cat 775,MGS00443,CAT,15058,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,6/17/2021
HT4,Cat 775,MGS00443,CAT,15073,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,6/18/2021
HT4,Cat 775,MGS00443,CAT,15073,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,6/18/2021
HT4,Cat 775,MGS00443,CAT,15093,C27,93,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,6/22/2021
HT4,Cat 775,MGS00443,CAT,15093,C27,93,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,6/22/2021
HT4,Cat 775,MGS00443,CAT,15498,C27,99,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,10/20/2021
HT4,Cat 775,MGS00443,CAT,15498,C27,99,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,10/20/2021
HT4,Cat 775,MGS00443,CAT,15516,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,10/21/2021
HT4,Cat 775,MGS00443,CAT,15516,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,10/21/2021
HT4,Cat 775,MGS00443,CAT,15525,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,10/22/2021
HT4,Cat 775,MGS00443,CAT,15525,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,10/22/2021
HT4,Cat 775,MGS00443,CAT,15542,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,10/26/2021
HT4,Cat 775,MGS00443,CAT,15542,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,10/26/2021
HT4,Cat 775,MGS00443,CAT,15555,C27,99,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,10/27/2021
HT4,Cat 775,MGS00443,CAT,15555,C27,99,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,10/27/2021
HT4,Cat 775,MGS00443,CAT,15555,C27,99,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,10/27/2021
HT4,Cat 775,MGS00443,CAT,15573,C27,98,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,11/2/2021
HT4,Cat 775,MGS00443,CAT,15573,C27,98,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,11/2/2021
HT4,Cat 775,MGS00443,CAT,15583,C27,97,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,11/3/2021
HT4,Cat 775,MGS00443,CAT,15583,C27,97,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,11/3/2021
HT4,Cat 775,MGS00443,CAT,15600,C27,95,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,11/4/2021
HT4,Cat 775,MGS00443,CAT,15600,C27,95,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,11/4/2021
HT4,Cat 775,MGS00443,CAT,15629,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,11/9/2021
HT4,Cat 775,MGS00443,CAT,15629,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,11/9/2021
HT4,Cat 775,MGS00443,CAT,15629,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,11/9/2021
HT4,Cat 775,MGS00443,CAT,15643,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,11/10/2021
HT4,Cat 775,MGS00443,CAT,15643,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,11/10/2021
HT4,Cat 775,MGS00443,CAT,15663,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,11/11/2021
HT4,Cat 775,MGS00443,CAT,15663,C27,100,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,11/11/2021
HT4,Cat 775,MGS00443,CAT,15679,C27,99,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,11/12/2021
HT4,Cat 775,MGS00443,CAT,15679,C27,99,,,,29.5,,-226.6,,,,Redmond Minerals,Redmond Minerals,11/12/2021
HT 401,Komatsu 930SE,,Cummins,6000,QSK78,1802,,3046,,7.92,123,579,7.96,118,581,KUCC,Rio Tinto,5/31/2019
HT473,Komatsu 930SE,,Cummins,6000,QSK78,1802,,3089,,8.75,349,579,8.41,180,630,KUCC,Rio Tinto,5/31/2019
HT1201,Komatsu 930SE,,Cummins,6000,QSK78,1900,0,3109,0,7.74,202,495,7.7,147,499,KUCC,Rio Tinto,5/31/2019
HT1209,Komatsu 930SE,,Cummins,6000,QSK78,1802,,3035,,8.25,393,530,8.31,389,550,KUCC,Rio Tinto,5/31/2019
HT1201,Komatsu 930SE,,Cummins,6000,QSK78,1900,,3028,,8.18,314,533,7.99,207,570,KUCC,Rio Tinto,6/17/2019
HT 401,Komatsu 930SE,,Cummins,6000,QSK78,1798,,3040,,8.79,235,604,8.5,175,620,KUCC,Rio Tinto,6/17/2019
HT473,Komatsu 930SE,,Cummins,6000,QSK78,1802,,3096,,8.97,448,616,8.5,191,679,KUCC,Rio Tinto,6/17/2019
HT476,Komatu 930SE,,Cummins,6000,QSK78,1802,,2940,,9.73,670,573,9.49,461,581,KUCC,Rio Tinto,6/17/2019
HT1201,Komatsu 930SE,,Cummins,6000,QSK78,1801,,2995,,8.58,319,585,8.31,264,611,KUCC,Rio Tinto,6/17/2019
HT1209,Komatsu 930SE,,Cummins,6000,QSK78,1800,,3046,,8.77,581,569,8.53,438,606,KUCC,Rio Tinto,6/17/2019
HT012,CAT795,testht012,CAT,0,C175,1800,1800,3000,3000,545,7.3,530.7,633,7.3,477.8,TestLocation,TestCo,4/5/2012
HT014,CAT795,testht014,CAT,0,C175,1800,1800,3000,3000,487,6.8,521.9,603,7,485.5,TestLocation,TestCo,4/5/2012
HT016,CAT795,testht016,CAT,0,C175,1800,1800,3000,3000,529,7.1,511.9,638,7.3,460.1,TestLocation,TestCo,4/5/2012
HT011,CAT795,testht011,CAT,0,C175,1800,1800,3000,3000,368,4.9,523.7,605,7,477.2,TestLocation,TestCo,4/5/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,7.1,172,688,10.3,1732,866,TestLocation,TestCo,4/23/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,6.7,120,298,6.6,100,327,TestLocation,TestCo,4/23/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,6.9,179,536.9,6.7,255,533.8,TestLocation,TestCo,4/23/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,6.8,58,265,6.8,123,181,TestLocation,TestCo,4/24/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,7,200,235,6.8,230,339,TestLocation,TestCo,4/24/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,6.7,58,318,6.6,76,355,TestLocation,TestCo,4/24/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,6.9,164,512,7.3,474,604,TestLocation,TestCo,4/24/2015
HT028,CAT793,Testht028,CAT,0,3516,1600,,2500,,7.3,84,558,7.4,105,543,TestLocation,TestCo,4/25/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,7.1,741,852,10.4,1216,584,TestLocation,TestCo,4/26/2015
HT045,CAT793,Testht045,CAT,0,3516,1600,,2500,,7.2,1003,261,7.1,1236,337,TestLocation,TestCo,4/26/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,6.8,1684,416,6.8,1003,363,TestLocation,TestCo,4/27/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,7.1,1648,692.4,6.9,571,557.8,TestLocation,TestCo,4/27/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,6.5,651,500,6.6,480,497,TestLocation,TestCo,4/27/2015
HT002,Komatsu 930,testht002,Cummins,0,QSK60,1800,1800,2500,2500,2.7,163,656,3.8,179,974,TestLocation,TestCo,4/28/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,6.7,247,564,7.1,683,426,TestLocation,TestCo,4/29/2015
HT054,CAT793,Testht054,CAT,0,3516,1600,,2500,,6.9,1837,321,6.6,2208,269,TestLocation,TestCo,4/29/2015
HT072,CAT793,Testht072,CAT,0,3516,1600,,2500,,6.5,222,363.4,2.9,65,423.6,TestLocation,TestCo,4/29/2015
HT053,CAT793,Testht053,CAT,0,3516,1600,,2500,,7.1,174,321,7,451,335,TestLocation,TestCo,4/29/2015
HT033,CAT793,Testht033,CAT,0,3516,1600,,2500,,7.3,2648,827,7.2,2710,744,TestLocation,TestCo,4/29/2015
HT039,CAT793,Testht039,CAT,0,3516,1600,,2500,,7,367,543,6.6,204,483,TestLocation,TestCo,4/29/2015
HT026,CAT793,Testht026,CAT,0,3516,1600,,2500,,7.3,1210,593,7.3,1975,614,TestLocation,TestCo,4/29/2015
HT054,CAT793,Testht054,CAT,0,3516,1600,,2500,,7.4,1150,380,7.5,1669,309,TestLocation,TestCo,4/29/2015
HT063,CAT793,Testht063,CAT,0,3516,1600,,2500,,7.1,535,484,7.1,1037,602,TestLocation,TestCo,4/29/2015
HT071,CAT793,Testht071,CAT,0,3516,1600,,2500,,9.4,514,339.1,7,1342,201.8,TestLocation,TestCo,4/29/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,6.6,131,452,6.5,986,619,TestLocation,TestCo,4/29/2015
HT072,CAT793,Testht072,CAT,0,3516,1600,,2500,,6.7,381,485.1,6.7,379,497.9,TestLocation,TestCo,4/29/2015
HT021,CAT793,Testht021,CAT,0,3516,1600,,2500,,7,225,782,6.9,299,578,TestLocation,TestCo,4/29/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,9.2,346,304,6.5,250,303,TestLocation,TestCo,5/2/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,7.1,153,604,7.4,120,377,TestLocation,TestCo,5/2/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,6.6,942,954,6.6,1465,498,TestLocation,TestCo,5/2/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,9.2,299,556,9.9,991,587,TestLocation,TestCo,5/2/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,7.1,200,697,7,152,733,TestLocation,TestCo,5/2/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,6.4,58,940,5.1,99,754,TestLocation,TestCo,5/2/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,7.2,1760,443,6.8,1032,325,TestLocation,TestCo,5/2/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,6.6,877,568,9,393,596,TestLocation,TestCo,5/2/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,7.2,1640,535.2,7.2,1311,710.3,TestLocation,TestCo,5/2/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,7.4,150,424,7.5,112,438,TestLocation,TestCo,5/3/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,7.4,582,115,9.4,509,258,TestLocation,TestCo,5/3/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,6.8,1201,520,8.1,1764,847,TestLocation,TestCo,5/3/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,9.4,120,371,9.5,404,322,TestLocation,TestCo,5/3/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,10.1,510,392,7.5,1179,213,TestLocation,TestCo,5/3/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,6,54,499,6.5,65,458,TestLocation,TestCo,5/3/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,9.5,391,571,7.4,149,800,TestLocation,TestCo,5/4/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,7.2,877,205,7.3,1059,185,TestLocation,TestCo,5/4/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,6.7,707,656,8.7,378,654,TestLocation,TestCo,5/4/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,8.1,200,335,7.3,1151,232,TestLocation,TestCo,5/4/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,7.2,809,394,7.1,1040,470,TestLocation,TestCo,5/4/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,9.1,647,251,9.3,640,360,TestLocation,TestCo,5/5/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,7.3,94,415.5,7.1,782,534.5,TestLocation,TestCo,5/5/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,7.3,402,671,7.6,927,486,TestLocation,TestCo,5/5/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,6.9,945,274,6.8,621,303,TestLocation,TestCo,5/5/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,7,592,524,9.3,420,253,TestLocation,TestCo,5/5/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,7.4,1011,580.2,7.5,177,602.5,TestLocation,TestCo,5/5/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,7.8,191,596,7.2,109,526,TestLocation,TestCo,5/5/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,7.4,352,280,7.8,522,255,TestLocation,TestCo,5/5/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,7.1,64,382,6.2,133,347,TestLocation,TestCo,5/6/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,6.7,141,122,7.1,228,176,TestLocation,TestCo,5/6/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,6,58,298,6.4,471,313,TestLocation,TestCo,5/6/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,6.8,450,186,7,1214,427,TestLocation,TestCo,5/6/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,10.2,595,347,9.5,479,388,TestLocation,TestCo,5/6/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,6.7,370,310,6.7,83,323,TestLocation,TestCo,5/6/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,7.6,493,385,9.8,562,345,TestLocation,TestCo,5/6/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,10,537,159,10.1,545,161,TestLocation,TestCo,5/6/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,6.4,79,469,6.3,83,504,TestLocation,TestCo,5/6/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,7.4,1377,306,7.3,1025,320,TestLocation,TestCo,5/7/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,7.2,69,230,6,61,196,TestLocation,TestCo,5/7/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,8.5,260,726,8,267,820,TestLocation,TestCo,5/9/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,6.6,335,643,8.4,945,886,TestLocation,TestCo,5/9/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,8,202,699,7.8,170,740,TestLocation,TestCo,5/9/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,8.2,149,418,7.3,113,702,TestLocation,TestCo,5/9/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,10.6,458,819,9.8,459,742,TestLocation,TestCo,5/9/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,7.1,152,586,6.8,151,632,TestLocation,TestCo,5/9/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,7.2,144,430,10,666,792,TestLocation,TestCo,5/9/2015
HT045,CAT793,Testht045,CAT,0,3516,1600,,2500,,9.6,337,462,8.4,619,437,TestLocation,TestCo,5/10/2015
HT042,CAT793,Testht042,CAT,0,3516,1600,,2500,,9.3,702,421,9.1,584,543,TestLocation,TestCo,5/10/2015
HT054,CAT793,Testht054,CAT,0,3516,1600,,2500,,9.9,510,273,8.6,622,303,TestLocation,TestCo,5/10/2015
HT058,CAT793,Testht058,CAT,0,3516,1600,,2500,,8.1,580,365,8.8,438,564,TestLocation,TestCo,5/10/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,8.3,199,419,7.4,140,557,TestLocation,TestCo,5/10/2015
HT059,CAT793,Testht059,CAT,0,3516,1600,,2500,,7.8,562,306,8.1,610,724,TestLocation,TestCo,5/10/2015
HT031,CAT793,Testht031,CAT,0,3516,1600,,2500,,7.5,1985,818,8.1,1594,711,TestLocation,TestCo,5/10/2015
HT033,CAT793,Testht033,CAT,0,3516,1600,,2500,,9.5,773,669,7.5,1312,685,TestLocation,TestCo,5/10/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,10.4,987,426,9.6,457,635,TestLocation,TestCo,5/11/2015
HT033,CAT793,Testht033,CAT,0,3516,1600,,2500,,9.6,940,856,10.2,776,753,TestLocation,TestCo,5/11/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,10,436,488,9.3,359,280,TestLocation,TestCo,5/11/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,8.4,643,559.6,6.8,79,588.3,TestLocation,TestCo,5/11/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,7.8,1117,100,8.8,494,168,TestLocation,TestCo,5/11/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,9.6,560,169,9.4,728,289,TestLocation,TestCo,5/12/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,7.7,1167,260,8.5,648,257,TestLocation,TestCo,5/12/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,8.9,589,525,8.9,440,513,TestLocation,TestCo,5/12/2015
HT030,CAT793,Testht030,CAT,0,3516,1600,,2500,,7.8,1488,682,10.2,1481,785,TestLocation,TestCo,5/13/2015
HT023,CAT793,Testht023,CAT,0,3516,1600,,2500,,8.4,542,265,10.1,845,294,TestLocation,TestCo,5/13/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,7.8,531,563,9,591,769,TestLocation,TestCo,5/13/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,9.8,662,689,7.3,487,602,TestLocation,TestCo,5/13/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,8.1,1182,170,9.7,840,284,TestLocation,TestCo,5/16/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,8.1,933,746,7.8,682,655,TestLocation,TestCo,5/16/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,10.1,875,406,9.4,884,590,TestLocation,TestCo,5/16/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,9.7,706,693,9.6,848,553,TestLocation,TestCo,5/16/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,9,782,440,9.3,546,194,TestLocation,TestCo,5/17/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,9.8,618,762,9.5,529,761,TestLocation,TestCo,5/17/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,9.8,554,322,9.4,710,281,TestLocation,TestCo,5/17/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,10,544,239,10,955,263,TestLocation,TestCo,5/18/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,7.1,143,572.1,8.1,540,562.7,TestLocation,TestCo,5/18/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,10,640,330,9.8,581,320,TestLocation,TestCo,5/18/2015
HT006,Komatsu 930,testht006,MTU,0,16V-4000,1800,1800,2500,2500,7.8,439,1720,7.4,324,1262,TestLocation,TestCo,5/25/2015
HT004,Komatsu 930,testht004,MTU,0,16V-4000,1800,1800,2500,2500,9.4,1044,1925,9.3,1121,1444,TestLocation,TestCo,5/25/2015
HT003,Komatsu 930,testht003,MTU,0,16V-4000,1800,1800,2500,2500,8.2,928,1245,6.8,498,919,TestLocation,TestCo,5/25/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,7,183,471,7.8,1018,835,TestLocation,TestCo,5/26/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,7.4,386,269,7.4,586,294,TestLocation,TestCo,5/26/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,7.2,841,501,7.1,300,475,TestLocation,TestCo,5/26/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,7,256,660.8,8.2,569,615.3,TestLocation,TestCo,5/26/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,7.1,168,803,7,156,676,TestLocation,TestCo,5/26/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,6.9,125,675,6.8,101,593,TestLocation,TestCo,5/27/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,7,236,252,6.9,134,454,TestLocation,TestCo,5/27/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,6.8,121,300,6.8,117,310,TestLocation,TestCo,5/27/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,6.7,108,673,6.6,88,707,TestLocation,TestCo,5/27/2015
HT008,Komatsu 930,testht008,Cummins,0,QSK60,1800,1800,2500,2500,7.8,213,1071,7.8,322,928,TestLocation,TestCo,5/30/2015
HT010,Komatsu 930,testht010,Cummins,0,QSK60,1800,1800,2500,2500,9.1,1431,1032,9.4,2540,862,TestLocation,TestCo,5/30/2015
HT004,Komatsu 930,testht004,MTU,0,16V-4000,1800,1800,2500,2500,9.7,1380,1684,9.9,1142,1361,TestLocation,TestCo,5/30/2015
HT003,Komatsu 930,testht003,MTU,0,16V-4000,1800,1800,2500,2500,8,727,995,6.3,315,631,TestLocation,TestCo,5/31/2015
HT005,Komatsu 930,testht005,MTU,0,16V-4000,1800,1800,2500,2500,7.7,452,1242,7.2,230,910,TestLocation,TestCo,5/31/2015
HT006,Komatsu 930,testht006,MTU,0,16V-4000,1800,1800,2500,2500,7.9,430,1457,7.4,364,1048,TestLocation,TestCo,5/31/2015
HT007,Komatsu 930,testht007,Cummins,0,QSK60,1800,1800,2500,2500,7.6,352,976,7.9,891,867,TestLocation,TestCo,5/31/2015
HT009,Komatsu 930,testht009,Cummins,0,QSK60,1800,1800,2500,2500,7.5,181,1007,7.5,184,1094,TestLocation,TestCo,6/1/2015
HT001,Komatsu 930,testht001,Cummins,0,QSK60,1800,1800,2500,2500,7.3,164,800,7.7,247,708,TestLocation,TestCo,6/1/2015
HT002,Komatsu 930,testht002,Cummins,0,QSK60,1800,1800,2500,2500,7.8,265,1134,7.7,220,989,TestLocation,TestCo,6/1/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,7.1,199,791,7,126,755,TestLocation,TestCo,6/2/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,7,318,467,7.3,500,444,TestLocation,TestCo,6/2/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,7.1,161,602,7,144,615,TestLocation,TestCo,6/2/2015
